playerID,daysActive,BatG,BatBA,BatHR,FieldG,FieldPercent,PitchW,PitchL,PitchKBB,allStarCount,Cy_Young_Award,Gold_Glove_Award,Silver_Slugger,MVP,avgSalary,inducted
aardsda01,4156,331,0,0,331,0.687822,16,18,1.71947,0,0,0,0,0,1322821,0
aaronha01,8209,3298,0.304998,32.8261,3020,0.955583,0,0,0,25,0,3,0,1,0,1
aaronto01,3456,437,0.228814,1.85714,387,0.926689,0,0,0,0,0,0,0,0,0,0
aasedo01,4817,448,0,0,448,0.955392,66,60,1.48388,1,0,0,0,0,575000,0
abadan01,1676,15,0.0952381,0,9,0.657667,0,0,0,0,0,0,0,0,327000,0
abadfe01,2251,315,0.111111,0,315,0.95,6,26,2.32581,0,0,0,0,0,753280,0
abadijo01,45,12,0.22449,0,12,0.8937,0,0,0,0,0,0,0,0,0,0
abbated01,4758,855,0.253614,1.1,830,0.838812,0,0,0,0,0,0,0,0,0,0
abbeybe01,1562,79,0.168889,0,79,0.8995,22,40,0.9647,0,0,0,0,0,0,0
abbeych01,1464,451,0.280982,3.8,451,0.762233,0,0,0,0,0,0,0,0,0,0
abbotda01,34,3,0.142857,0,3,1,0,2,0.125,0,0,0,0,0,0,0
abbotfr01,879,160,0.208577,0.333333,153,0.969083,0,0,0,0,0,0,0,0,0,0
abbotgl01,4028,248,0,0,248,0.944133,62,83,1.38292,0,0,0,0,0,0,0
abbotje01,1572,233,0.263423,3.6,185,0.97522,0,0,0,0,0,0,0,0,246250,0
abbotji01,3756,263,0.0952381,0,263,0.979336,87,108,1.38974,0,0,0,0,0,1440056,1
abbotku01,2775,702,0.255871,6.2,616,0.863952,0,0,0,0,0,0,0,0,470778,0
abbotky01,1810,57,0.0967742,0,57,0.96875,4,17,1.1978,0,0,0,0,0,129500,0
abbotod01,35,22,0.185714,0,21,0.9818,0,0,0,0,0,0,0,0,0,0
abbotpa01,5100,162,0.25,0,162,0.947392,43,37,1.34909,0,0,0,0,0,924429,0
aberal01,2553,168,0.14,0,168,0.9685,24,25,0.893588,0,0,0,0,0,0,0
abercre01,908,180,0.222798,3,134,0.985633,0,0,0,0,0,0,0,0,327000,0
abernbr01,1557,232,0.24424,1.6,228,0.971417,0,0,0,0,0,0,0,0,257500,0
abernte01,588,7,0.2,0,7,0.6111,0,3,1.03417,0,0,0,0,0,0,0
abernte02,6380,681,0.138122,0,681,0.955553,63,69,1.20529,0,0,0,0,0,0,0
abernwo01,263,16,0,0,16,0.5,1,1,0.3,0,0,0,0,0,0,0
aberscl01,661,63,0.251397,1.66667,49,0.9289,0,0,0,0,0,0,0,0,0,0
ablesha01,2069,14,0,0,14,0.904767,1,5,1.36777,0,0,0,0,0,0,0
abnersh01,1852,392,0.227381,1.57143,333,0.985614,0,0,0,0,0,0,0,0,144700,0
abramca01,2577,567,0.268777,3.2,445,0.882927,0,0,0,0,0,0,0,0,0,0
abramge01,15,3,1,0,3,1,0,0,0.3333,0,0,0,0,0,0,0
abregjo01,29,6,0,0,6,0.875,1,1,1.0833,0,0,0,0,0,0,0
abreubo01,6601,2425,0.291274,14.4,2138,0.98223,0,0,0,2,0,1,1,0,7773729,0
abreujo01,79,9,0.214286,1,8,0.9706,0,0,0,0,0,0,0,0,0,0
abreujo02,916,458,0.299498,30.3333,376,0.992,0,0,0,1,0,0,1,0,9110889,0
abreuju01,29,7,0,0,7,1,0,0,4,0,0,0,0,0,0,0
abreuto01,2624,224,0.253886,1,168,0.909837,0,0,0,0,0,0,0,0,510750,0
abreuwi01,1084,38,0,0,38,0.75,0,1,1.72222,0,0,0,0,0,0,0
abstebi01,1346,170,0.242326,0.333333,163,0.9286,0,0,0,0,0,0,0,0,0,0
accarje01,2703,262,0.142857,0,262,0.88333,10,20,1.56814,0,0,0,0,0,654880,0
aceveal01,2101,204,0,0,204,0.939629,31,16,2.26109,0,0,0,0,0,1428550,0
acevejo01,1563,104,0.0792079,0,104,1,18,25,2.3075,0,0,0,0,0,286500,0
aceveju01,3019,367,0.0923077,0,367,0.92134,28,40,1.5735,0,0,0,0,0,467071,0
achteaj01,759,45,0,0,45,0.833333,2,1,1.72223,0,0,0,0,0,0,0
ackerji01,3356,467,0.166667,0,467,0.98785,33,49,1.56584,0,0,0,0,0,426500,0
ackerto01,1248,153,0.0649351,0,153,0.984375,19,13,1.70135,0,0,0,0,0,0,0
ackledu01,1808,635,0.240941,6.57143,610,0.930756,0,0,0,0,0,0,0,0,2460000,0
acklefr01,231,5,0.333333,0,5,1,1,0,1.5357,0,0,0,0,0,0,0
acostcy01,1065,107,0,0,107,0.649875,13,9,1.22697,0,0,0,0,0,0,0
acosted01,758,57,0.0344828,0,57,0.642867,6,9,1.51747,0,0,0,0,0,0,0
acostjo01,653,55,0.15,0,55,0.974367,10,10,0.7265,0,0,0,0,0,0,0
acostma01,1879,233,0,0,233,0.943183,13,13,1.94798,0,0,0,0,0,633750,0
acostme01,1905,180,0.254587,0,136,0.89572,0,0,0,0,0,0,0,0,0,0
acrema01,1093,114,0,0,114,0.9375,9,6,1.5229,0,0,0,0,0,133500,0
adairje01,4261,1165,0.254292,3.8,1167,0.893776,0,0,0,0,0,0,0,0,0,0
adairji01,14,18,0.276316,0,18,0.9485,0,0,0,0,0,0,0,0,0,0
adamecr01,796,154,0.215017,0.666667,91,0.985143,0,0,0,0,0,0,0,0,509500,0
adamsac01,1835,302,0.121212,0,302,0.974033,41,33,1.14222,1,0,0,0,0,0,0
adamsau01,808,53,0,0,53,0.666667,2,0,2.7326,0,0,0,0,0,507700,0
adamsba01,7420,482,0.211973,0.157895,482,0.960437,194,140,2.26392,0,0,0,0,0,0,1
adamsbe01,3316,267,0.202065,0.25,251,0.846545,0,0,0,0,0,0,0,0,0,0
adamsbo01,1,2,0.333333,0,2,1,0,0,0.3333,0,0,0,0,0,0,0
adamsbo02,356,5,0,0,5,1,0,1,2,0,0,0,0,0,0,0
adamsbo03,4754,1281,0.269221,2.46667,1066,0.926931,0,0,0,0,0,0,0,0,0,1
adamsbo04,81,15,0.25,2,3,1,0,0,0,0,0,0,0,0,0,0
adamsbu01,3069,576,0.265602,6.25,527,0.983414,0,0,0,0,0,0,0,0,0,0
adamsda01,492,47,0.145455,0.5,47,0.9694,4,11,0.9808,0,0,0,0,0,0,0
adamsda02,137,43,0.192857,2,44,0.9951,0,0,0,0,0,0,0,0,540000,0
adamsdi01,131,37,0.202247,2,27,0.99735,0,0,0,0,0,0,0,0,0,0
adamsdo01,23,8,0.214286,0,4,1,0,0,0,0,0,0,0,0,0,0
adamsge01,7,4,0.230769,0,4,0.89475,0,0,0,0,0,0,0,0,0,0
adamsgl01,2709,661,0.27953,4.25,145,0.96925,0,0,0,0,0,0,0,0,0,0
adamshe01,712,95,0.261128,0,85,0.984433,0,0,0,0,0,0,0,0,0,0
adamsjo02,746,44,0.3,0,44,0.894133,5,6,1.74003,0,0,0,0,0,180500,0
adamska01,522,30,0.03125,0,30,0.8697,1,9,1.1628,0,0,0,0,0,0,0
adamsla01,27,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0
adamsma01,1596,455,0.270094,11,363,0.99152,0,0,0,0,0,0,0,0,797500,0
adamsmi01,676,11,0.333333,0,11,0.333333,0,4,0.666667,0,0,0,0,0,0,0
adamsmi02,2144,100,0.194915,0.6,44,0.872288,0,0,0,0,0,0,0,0,0,0
adamsmi03,3775,410,0,0,408,0.898991,21,20,3.19879,0,0,0,0,0,2954400,0
adamsre01,58,8,0,0,8,0.8333,0,1,1.1429,0,0,0,0,0,0,0
adamsri01,78,11,0.173913,0,11,0.9231,2,5,1.0417,0,0,0,0,0,0,0
adamsri02,1116,120,0.214575,1.33333,113,0.961771,0,0,0,0,0,0,0,0,0,0
adamsru01,1761,286,0.246606,3.4,262,0.950543,0,0,0,0,0,0,0,0,329500,0
adamsry01,122,29,0.280899,0,26,0.982,0,0,0,0,0,0,0,0,0,0
adamssp01,4395,1424,0.285766,0.642857,1384,0.921562,0,0,0,0,0,0,0,0,0,1
adamssp02,1624,180,0.255696,0,130,0.907456,0,0,0,0,0,0,0,0,0,0
adamste01,3574,574,0.0512821,0,574,0.937867,51,62,1.82654,0,0,0,0,0,1206182,0
adamswi01,2624,65,0.102273,0,65,0.9617,8,16,0.62612,0,0,0,0,0,0,0
adamswi02,429,25,0,0,25,1,6,9,2.0564,0,0,0,0,0,147833,0
adcocjo01,6005,1959,0.277324,19.7647,1811,0.986838,0,0,0,2,0,0,0,0,0,0
adcocna01,1578,56,0,0,56,0.645825,2,6,1.49005,0,0,0,0,0,414000,0
addisbo01,1015,208,0.280899,0.4,135,0.9925,0,0,0,0,0,0,0,0,0,0
adducji01,2144,70,0.236111,0.25,42,0.709829,0,0,0,0,0,0,0,0,70000,0
adducji02,392,61,0.189394,0.5,43,0.980775,0,0,0,0,0,0,0,0,501000,0
addybo01,2345,274,0.277011,0.142857,276,0.728855,0,0,0,0,0,0,0,0,0,0
adenhni01,342,4,0,0,4,0.5,1,0,0.9872,0,0,0,0,0,400000,0
aderhmo01,2209,106,0.267176,0.5,57,0.911888,0,0,0,0,0,0,0,0,0,0
adkinde01,2570,38,0.227273,0.333333,38,0.310333,2,4,0.600867,0,0,0,0,0,0,0
adkindi01,1,3,0.142857,0,3,0.875,0,0,0,0,0,0,0,0,0,0
adkindo01,462,6,0.166667,0,6,0.5,1,1,0.2143,0,0,0,0,0,0,0
adkingr01,540,76,0.181034,0,67,0.95805,12,27,0.48245,0,0,0,0,0,0,0
adkinjo01,1871,119,0,0,119,0.64195,5,5,0.896433,0,0,0,0,0,301000,0
adkinst01,21,5,0,0,5,1,1,2,0.4828,0,0,0,0,0,0,0
adlemti01,153,13,0.190476,0,13,1,4,4,2.35,0,0,0,0,0,0,0
adlesda01,1966,106,0.167969,0.166667,90,0.978983,0,0,0,0,0,0,0,0,0,0
adriaeh01,1115,154,0.219931,0.75,110,0.983345,0,0,0,0,0,0,0,0,506500,0
afenitr01,1761,45,0.189873,0,41,0.993425,0,0,0,0,0,0,0,0,115000,0
affelje01,4929,774,0.176471,0,774,0.94568,43,46,1.87097,0,0,0,0,0,3004500,0
agbaybe01,1565,383,0.27406,6.5,333,0.979117,0,0,0,0,0,0,0,0,320000,0
ageeto01,4034,1129,0.255368,10,1073,0.983531,0,0,0,2,0,2,0,0,0,1
agganha01,415,157,0.261122,5.5,139,0.9882,0,0,0,0,0,0,0,0,0,0
aglerjo01,1096,234,0.246338,0,217,0.850263,0,0,0,0,0,0,0,0,0,0
agnewsa01,2362,563,0.204294,0.285714,551,0.957457,0,0,0,0,0,0,0,0,0,0
agostju01,4303,543,0.1,0,543,0.853227,40,33,1.14837,0,0,0,0,0,671191,0
aguaylu01,3451,568,0.235507,3.36364,503,0.92825,0,0,0,0,0,0,0,0,297400,0
aguilch01,1473,149,0.230435,0.75,99,0.977275,0,0,0,0,0,0,0,0,321500,0
aguilje01,870,35,0.172414,0,24,0.7435,0,0,0,0,0,0,0,0,0,0
aguilri01,5565,737,0.201439,0.157895,732,0.987184,86,81,3.31561,3,0,0,0,0,2172533,1
aguirha01,5401,447,0.0850515,0,447,0.857994,75,72,1.56635,2,0,0,0,0,0,0
ahearpa01,16,4,0,0,4,1,0,2,0.8,0,0,0,0,0,0,0
ahmedni01,754,249,0.220645,4.66667,237,0.980475,0,0,0,0,0,0,0,0,515050,0
aikenwi01,2902,774,0.270867,13.75,547,0.990229,0,0,0,0,0,0,0,0,0,0
aingeda01,855,211,0.219549,0.666667,208,0.980637,0,0,0,0,0,0,0,0,0,0
ainsmed01,5095,1078,0.231955,1.29412,996,0.923285,0,0,0,0,0,0,0,0,0,0
ainswku01,982,30,0.0714286,0,29,0.8,6,8,1.91924,0,0,0,0,0,284875,0
aitchra01,1523,34,0.169492,0,34,0.572433,12,12,1.2611,0,0,0,0,0,0,0
aitonge01,29,10,0.235294,0,7,0.9167,0,0,0,0,0,0,0,0,0,0
akejo01,64,13,0.192308,0,13,0.559133,0,0,0,0,0,0,0,0,0,0
akerfda01,1796,125,0.111111,0,125,0.95824,9,10,1.29958,0,0,0,0,0,110000,0
akerja01,3799,496,0.076087,0,495,0.966179,47,45,1.29046,0,0,0,0,0,0,1
akersbi01,1053,174,0.261053,2.75,152,0.8939,0,0,0,0,0,0,0,0,0,0
akersje01,21,5,0.333333,0,5,0.6667,1,1,0.7333,0,0,0,0,0,0,0
albagi01,5,3,0,0,3,0,0,0,1.5,0,0,0,0,0,0,0
albaljo01,1780,66,0,0,66,0.6,6,3,2.09584,0,0,0,0,0,398150,0
albanjo01,53,6,0,0,6,1,0,0,1.5,0,0,0,0,0,0,0
alberan01,1144,17,0,0,17,0.666667,2,5,2.24603,0,0,0,0,0,0,0
alberbu01,21,6,0.277778,0,0,0,0,0,0,0,0,0,0,0,0,0
albercy01,25,4,0,0,4,1,1,2,0.5,0,0,0,0,0,0,0
albergu01,2700,120,0.197183,0.25,120,0.78828,0,0,0,0,0,0,0,0,0,0
alberha01,492,76,0.193548,0,69,0.989571,0,0,0,0,0,0,0,0,511500,0
alberjo01,831,27,0,0,27,0.962967,0,4,0.5887,0,0,0,0,0,109000,0
alberma01,3717,452,0.0857143,0,452,0.832867,29,37,1.86903,0,0,0,0,0,1085625,0
albosed01,1847,19,0.0833333,0,19,1,0,8,0.58395,0,0,0,0,0,0,0
albreed01,206,3,0,0,3,1,1,1,0.19645,0,0,0,0,0,0,0
albrija01,69,41,0.232323,2,33,0.9433,0,0,0,0,0,0,0,0,0,0
albural01,1888,243,0,0,243,0.809517,17,6,1.97945,0,0,0,0,0,889375,0
alburvi01,1146,102,0,0,101,0.733325,18,17,0.861825,0,0,0,0,0,0,0
alcalsa01,533,68,0.112676,0.333333,68,0.987167,14,11,1.2158,0,0,0,0,0,0,0
alcanar01,805,97,0.195046,3.33333,93,0.988171,0,0,0,0,0,0,0,0,510000,0
alcanis01,788,51,0.269565,2,33,0.944583,0,0,0,0,0,0,0,0,0,0
alcanra01,25,5,0,0,5,1,1,3,3.5,0,0,0,0,0,0,0
alcarlu01,998,115,0.191781,1,104,0.85615,0,0,0,0,0,0,0,0,0,0
alcocsc01,105,54,0.173077,0,49,0.9524,0,0,0,0,0,0,0,0,0,0
alderda01,291,16,0,0,16,1,0,1,1.05555,0,0,0,0,0,0,0
aldremi01,3777,930,0.263158,3.15385,696,0.906435,0,0,0,0,0,0,0,0,261500,0
aldresc01,3550,229,0,0,229,0.967592,20,39,1.5408,0,0,0,0,0,270625,0
aldrico01,3231,13,0.0555556,0,9,1,0,0,0,0,0,0,0,0,200000,0
aldrija01,1056,62,0,0,62,0.854175,6,5,1.1241,0,0,0,0,0,62500,0
aldrivi01,4154,248,0.228916,0.222222,248,0.975133,97,80,1.09278,0,0,0,0,0,0,0
alenoch01,1227,118,0.209375,0.5,95,0.953663,0,0,0,0,0,0,0,0,0,0
alexabo01,895,9,0,0,9,0,1,1,0.35,0,0,0,0,0,0,0
alexada01,1621,662,0.33102,10.1667,621,0.9921,0,0,0,0,0,0,0,0,0,0
alexado01,6668,562,0.166038,0,561,0.964539,194,174,1.76177,1,0,0,0,0,745000,1
alexaga01,2208,432,0.229624,6.875,258,0.696579,0,0,0,0,0,0,0,0,0,0
alexage01,660,36,0,0,36,1,6,3,1.2139,0,0,0,0,0,0,0
alexahu01,38,7,0.0909091,0,3,0.6667,0,0,0,0,0,0,0,0,0,0
alexama01,2963,374,0.214286,0,138,0.681635,0,0,0,0,0,0,0,0,0,0
alexama02,5123,594,0.230527,1.25,534,0.826809,0,0,0,0,0,0,0,0,281938,0
alexani01,88,20,0.130435,0,23,0.69804,0,0,0,0,0,0,0,0,0,0
alexape01,6983,703,0.20884,0.52381,697,0.941405,373,208,2.28684,0,0,0,0,0,0,1
alexasc01,395,21,0,0,21,0.875,0,0,1.64285,0,0,0,0,0,0,0
alexawa01,1905,162,0.187654,0.166667,152,0.798983,0,0,0,0,0,0,0,0,0,0
alfarja01,22,7,0.181818,0,3,1,0,0,0,0,0,0,0,0,0,0
alfarjo01,13,6,0.125,0,4,1,0,0,0,0,0,0,0,0,0,0
alfonan01,3750,592,0.142857,0,592,0.972736,35,37,1.5856,0,0,0,0,0,1430455,0
alfoned01,4064,1506,0.284494,11.2308,1474,0.939096,0,0,0,1,0,0,1,0,3935750,0
alfonel01,1928,193,0.240271,2.83333,164,0.967833,0,0,0,0,0,0,0,0,382000,0
alicelu01,5268,1341,0.259632,3.61538,1127,0.834706,0,0,0,0,0,0,0,0,693500,0
allanan01,3465,512,0.240242,2,505,0.98333,0,0,0,0,0,0,0,0,124063,0
allarbr01,672,19,0,0,19,0.803033,4,6,1.52563,0,0,0,0,0,0,0
allenbe01,4180,1139,0.239424,5.61538,1023,0.97449,0,0,0,0,0,0,0,0,0,1
allenbo01,3695,606,0.240615,2,606,0.928989,0,0,0,0,0,0,0,0,0,0
allenbo02,20,9,0.136364,0,6,0.8889,0,0,0,0,0,0,0,0,0,0
allenbo03,13,3,0.333333,0,3,0,0,1,1,0,0,0,0,0,0,0
allenbo04,2357,204,0.129032,0,204,0.93666,7,12,1.65342,0,0,0,0,0,0,0
allenbr01,991,116,0.203488,2,107,0.997357,0,0,0,0,0,0,0,0,482500,0
allench01,2249,267,0.269095,2,202,0.991857,0,0,0,0,0,0,0,0,273333,0
allenco01,1535,317,0,0,317,0.925,17,16,3.17336,0,0,0,0,0,1426275,0
allendi01,5038,1749,0.291851,23.4,1722,0.827993,0,0,0,7,0,0,0,1,0,1
allendu01,92,27,0.25,1,22,0.8,0,0,0,0,0,0,0,0,0,0
allenet01,4388,1281,0.299909,3.13333,1123,0.979867,0,0,0,0,0,0,0,0,0,0
allenfr01,1974,181,0.135417,0.285714,180,0.943157,50,67,1.10237,0,0,0,0,0,0,0
allenga01,2329,416,0.221489,2.71429,407,0.988133,0,0,0,0,0,0,0,0,0,0
allenha01,104,16,0.272727,0,17,0.7861,0,0,0,0,0,0,0,0,0,0
allenha02,2576,389,0.240636,0.75,330,0.897478,0,0,0,0,0,0,0,0,0,0
allenho01,104,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0
allenja01,77,27,0.148148,0,27,0.875075,0,0,0,0,0,0,0,0,0,0
allenja02,126,86,0.223443,4,82,0.9589,0,0,0,0,0,0,0,0,0,0
allenje01,1040,342,0.259942,2.5,322,0.987,0,0,0,0,0,0,0,0,203250,0
allenjo02,4543,365,0.173184,0.266667,352,0.960167,142,75,1.42175,1,0,0,0,0,0,1
allenki01,392,42,0.222222,0,24,0.59402,0,0,0,0,0,0,0,0,0,0
allenll01,2155,159,0.2,0.111111,159,0.980356,8,25,0.819867,0,0,0,0,0,0,0
allenlu01,310,8,0.111111,0,3,1,0,0,0,0,0,0,0,0,0,0
allenmy01,1809,156,0.259076,1,161,0.80935,1,3,0.777767,0,0,0,0,0,0,0
allenne01,3810,434,0.130435,0,434,0.979164,58,70,1.32806,0,0,0,0,0,695000,0
allenni01,2346,216,0.232,0,189,0.958617,0,0,0,0,0,0,0,0,0,0
allenro01,10,7,0.0909091,1,5,0.9677,0,0,0,0,0,0,0,0,0,0
allenro02,2005,31,0.22,0,4,1,0,0,0,0,0,0,0,0,0,0
allensl01,93,14,0.130435,0,13,0.4516,0,0,0,0,0,0,0,0,0,0
alleyge01,3676,1195,0.254393,5,1138,0.935364,0,0,0,2,0,2,0,0,0,1
alliebo01,145,21,0.177778,1,21,1,0,0,0,0,0,0,0,0,0,0
alliega01,166,121,0.198565,3,114,0.9495,0,0,0,0,0,0,0,0,0,0
allisan01,167,24,0.16129,0,23,0.4565,0,0,0,0,0,0,0,0,0,0
allisar01,1981,168,0.254054,0.166667,174,0.7785,0,0,0,0,0,0,0,0,0,0
allisbi01,44,5,0.157895,0,5,0.679133,0,0,0,0,0,0,0,0,0,0
allisbo01,4396,1541,0.254571,19.6923,1465,0.98236,0,0,0,3,0,0,0,0,0,0
allisda01,41,11,0,0,11,0,1,1,0.8,0,0,0,0,0,0,0
allisdo01,4452,318,0.270789,0.166667,344,0.724877,0,0,0,0,0,0,0,0,0,1
allisma01,707,45,0.118421,0,45,0.928033,9,21,0.733567,0,0,0,0,0,0,0
allismi01,1372,49,0.216667,0,17,1,0,0,0,0,0,0,0,0,0,0
allrebe01,656,65,0.230303,1.33333,51,0.935267,0,0,0,0,0,0,0,0,101250,0
almadme01,2214,646,0.284333,1.5,614,0.972383,0,0,0,0,0,0,0,0,0,0
almanar01,2183,254,0,0,254,0.979586,14,13,1.71213,0,0,0,0,0,374833,0
almanca01,2795,210,0,0,210,0.69345,13,13,2.23555,0,0,0,0,0,435500,0
almeira01,745,102,0.270175,1,87,0.768075,0,0,0,0,0,0,0,0,0,0
almonab01,1128,233,0.249275,1.83333,196,0.96105,0,0,0,0,0,0,0,0,0,0
almonbi01,5034,1236,0.254054,2.11765,1188,0.845682,0,0,0,0,0,0,0,0,253750,0
almoned01,65,12,0,0,12,1,0,0,1.4,0,0,0,0,0,0,0
almoner01,3520,55,0.233083,0.666667,44,0.945325,0,0,0,0,0,0,0,0,414000,0
almonhe01,1525,50,0,0,50,1,1,4,1.23993,0,0,0,0,0,0,0
almonmi01,27,9,0,0,9,1,0,2,1.4286,0,0,0,0,0,0,0
almonzo01,406,47,0.211268,1,38,1,0,0,0,0,0,0,0,0,511300,0
almoral01,117,47,0.276786,3,41,1,0,0,0,0,0,0,0,0,0,0
alomalu01,1229,116,0.166667,0,116,1,18,3,1.15065,0,0,0,0,0,0,0
alomaro01,5980,2379,0.300231,11.0526,2325,0.97927,0,0,0,12,0,10,4,2,4787738,1
alomasa01,5128,1481,0.245378,0.722222,1418,0.891607,0,0,0,1,0,0,0,0,0,0
alomasa02,6939,1377,0.272848,5.09091,1325,0.945805,0,0,0,6,0,1,0,1,1673529,1
alonsyo01,2223,664,0.268664,5.57143,606,0.719067,0,0,0,0,0,0,0,0,1560000,0
aloufe01,5799,2082,0.286279,10.8421,2006,0.957181,0,0,0,3,0,0,0,0,0,1
alouje01,5863,1380,0.279862,2,1051,0.967941,0,0,0,0,0,0,0,0,0,1
alouma01,5016,1667,0.306961,1.82353,1481,0.945072,0,0,3,2,0,0,0,0,0,1
aloumo01,6529,1942,0.303254,18.4444,1864,0.98305,0,0,0,6,0,0,2,0,4776860,1
alperwh01,1268,450,0.237132,1.75,435,0.900045,0,0,0,0,0,0,0,0,0,0
alstode01,1236,189,0.237952,0.6,117,0.97436,0,0,0,0,0,0,0,0,0,0
alstoga01,12,6,0,0,6,1,1,0,1.6667,0,0,0,0,0,152000,0
alstoto01,1265,91,0.243542,1,81,0.984075,0,0,0,0,0,0,0,0,0,0
altampo01,761,65,0.125,0,65,0.9697,7,4,3.4857,0,0,0,0,0,0,0
altavda01,36,15,0,0,15,1,0,0,10,0,0,0,0,0,0,0
altener01,74,14,0,0,14,1,0,1,0.4444,0,0,0,0,0,0,0
altenje01,240,19,0.290323,0,12,1,0,0,0,0,0,0,0,0,0,0
altheaa01,839,98,0.211765,3,95,0.997067,0,0,0,0,0,0,0,0,515500,0
altizda01,1868,514,0.249712,0.571429,484,0.902644,0,0,0,0,0,0,0,0,0,0
altmage01,3095,991,0.269169,11.2222,830,0.98502,0,0,0,3,0,0,0,0,0,0
altobjo01,2362,166,0.210117,1.66667,130,0.98726,0,0,0,0,0,0,0,0,0,0
altroni01,12862,230,0.176364,0.0952381,227,0.65904,83,75,1.05891,0,0,0,0,0,0,1
altuvjo01,1901,829,0.311217,10,805,0.989714,0,0,0,4,0,1,3,0,1685240,0
alusige01,2213,298,0.256135,3.83333,172,0.848757,0,0,0,0,0,0,0,0,0,0
alvarab01,668,4,0,0,4,0.666667,0,1,0.466667,0,0,0,0,0,0,0
alvarcl01,12,2,0.2,0,2,1,0,0,0,0,0,0,0,0,0,0
alvarda01,760,36,0,0,36,0.25,4,1,3.525,0,0,0,0,0,0,0
alvarda02,332,14,0.25,0.5,13,1,0,0,0,0,0,0,0,0,0,0
alvarga01,831,92,0.221805,1.75,67,0.77466,0,0,0,0,0,0,0,0,170000,0
alvarhe01,1381,92,0.234043,0.2,92,0.93664,27,34,2.64468,1,0,0,0,0,1953240,0
alvarjo01,2823,99,0.272727,0,98,0.75,8,9,1.60082,0,0,0,0,0,125000,0
alvarjo02,1210,144,0,0,144,0.714275,6,11,1.97567,0,0,0,0,0,508500,0
alvarju01,1371,80,0,0,80,1,0,5,0.866075,0,0,0,0,0,0,0
alvarlu01,3151,463,0.213793,0.416667,426,0.859176,0,0,0,0,0,0,0,0,0,0
alvaror01,1021,25,0.156863,0.5,12,1,0,0,0,0,0,0,0,0,0,0
alvaros01,372,95,0.212121,0,81,0.980033,0,0,0,0,0,0,0,0,0,0
alvarpe01,2299,851,0.237575,21.8571,695,0.899638,0,0,0,1,0,0,1,0,3446951,0
alvarrj01,391,31,0,0,31,1,0,0,1.7846,0,0,0,0,0,508750,0
alvarro01,740,17,0.189189,0,15,0.98665,0,0,0,0,0,0,0,0,0,0
alvarta01,405,19,0.125,0,19,0.9375,3,6,0.98215,0,0,0,0,0,109000,0
alvarto01,760,38,0.25,1,24,1,0,0,0,0,0,0,0,0,0,0
alvarvi01,392,9,0,0,9,0.5,0,2,2,0,0,0,0,0,0,0
alvarwi01,5910,355,0.136842,0,355,0.907627,102,92,1.73822,1,0,0,0,0,3495179,0
alvisma01,2938,1013,0.246624,12.3333,972,0.85566,0,0,0,2,0,0,0,0,0,0
alvorbi01,2991,265,0.252573,0.5,265,0.82155,0,0,0,0,0,0,0,0,0,0
alyeabr01,2579,371,0.247113,5.42857,249,0.875422,0,0,0,0,0,0,0,0,0,0
amalfjo01,4804,643,0.243732,0.9,505,0.732595,0,0,0,0,0,0,0,0,0,0
amarari01,3306,727,0.275727,1.1,645,0.792381,0,0,0,0,0,0,0,0,396250,0
amarial01,1985,606,0.230089,2.57143,577,0.828084,0,0,0,0,0,0,0,0,659875,0
amaroru01,4109,940,0.234339,0.727273,948,0.899386,0,0,0,0,0,1,0,0,0,0
amaroru02,2668,485,0.235167,2,332,0.887964,0,0,0,0,0,0,0,0,178000,0
amblewa01,822,271,0.223785,0,272,0.95842,0,0,0,0,0,0,0,0,0,0
ambrech01,1166,80,0.232804,1.33333,58,0.646133,0,0,0,0,0,0,0,0,0,0
ambrihe01,1468,96,0,0,96,0.75,3,7,1.65128,0,0,0,0,0,446700,0
amelued01,709,42,0.192982,0,27,1,0,0,0,0,0,0,0,0,0,0
amesre01,5855,533,0.141026,0.15,533,0.897445,183,167,1.75664,0,0,0,0,0,0,0
amesst01,12,4,0,0,4,1,0,1,2,0,0,0,0,0,0,0
amezaal01,3390,584,0.247159,1.09091,543,0.881723,0,0,0,0,0,0,0,0,657000,0
amoledo01,271,18,0.104167,0,18,0.8723,4,10,0.8088,0,0,0,0,0,0,0
amorosa01,2963,517,0.254767,5.375,354,0.985471,0,0,0,0,0,0,0,0,0,0
amorvi01,863,13,0.166667,0,13,1,1,3,0.95,0,0,0,0,0,0,0
anckewa01,11,4,0,0,4,1,0,0,0.2353,0,0,0,0,0,0,0
anderal01,1827,126,0.238462,0.333333,106,0.9368,0,0,0,0,0,0,0,0,0,0
anderal02,1943,150,0,0,148,0.979667,49,54,1.477,0,0,0,0,0,336875,0
anderan01,510,122,0.183857,1,93,0.961633,0,0,0,0,0,0,0,0,0,0
anderbi01,7,2,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0
anderbo01,2247,247,0.134146,0.285714,246,0.910857,36,46,1.52611,0,0,0,0,0,0,0
anderbr01,5159,1834,0.255578,13.125,1691,0.988144,0,0,0,3,0,0,0,0,3020817,1
anderbr02,4258,308,0.137255,0.0714286,291,0.954479,82,83,2.25666,0,0,0,0,0,2062636,0
