playerID,BatG,BatAB,BatR,BatH,Bat2B,Bat3B,BatHR,BatRBI,BatSB,BatCS,BatBB,BatSO,BatIBB,BatHBP,BatSH,BatSF,BatGIDP,FieldG,FieldGS,FieldInnOuts,FieldPO,FieldA,FieldE,FieldDP,FieldPB,FieldWP,FieldSB,FieldCS,FieldZR,PitchW,PitchL,PitchG,PitchGS,PitchCG,PitchSHO,PitchSV,PitchIPouts,PitchH,PitchER,PitchHR,PitchBB,PitchSO,PitchBAOpp,PitchERA,PitchIBB,PitchWP,PitchHBP,PitchBK,PitchBFP,PitchGF,PitchR,PitchSH,PitchSF,PitchGIDP,allStarCount,AllStar_MVP,Babe_Ruth_Award,Cy_Young_Award,Gold_Glove_Award,DH_Award,Pitching_Crown,Relief_Award,ROY_Award,Silver_Slugger,Batting_Crown,World_Series_MVP,AL_MVP,NL_MVP,inducted
mendolu01,90,8,0,2,0,0,0,1,0,0,0,5,0,0,1,0,0,90,56,1077,40,53,3,5,0,0,0,0,0,16,25,90,56,0,0,1,1077,415,215,38,140,208,2.209,80.24,7,21,25,3,1600,13,239,4,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mendoma01,686,1337,106,287,33,9,4,101,12,8,52,219,4,6,49,12,38,669,424,11958,671,1508,90,279,0,0,0,0,0,0,0,1,0,0,0,0,6,3,3,1,2,0,0.37,13.5,0,1,0,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mendomi01,16,16,2,3,0,0,0,2,0,0,0,1,0,0,0,0,0,9,0,55,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mendomi02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mendora01,342,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,342,62,2391,59,142,5,8,0,0,0,0,0,59,40,342,62,2,2,16,2391,891,381,82,181,463,2.3600000000000003,58.28,23,14,35,3,3422,76,412,7,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menecfr01,450,1257,207,302,58,7,36,149,3,10,200,279,2,35,8,10,28,389,303,8398,564,934,31,196,0,0,0,0,0,0,0,2,0,0,0,0,4,8,4,1,0,0,1.417,36,0,0,0,0,11,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menefjo01,221,685,74,152,16,7,0,57,14,0,52,15,0,19,25,0,0,221,0,0,382,305,51,12,0,0,0,0,0,58,70,139,125,111,7,0,3334,1289,471,19,273,293,3.02,59.27,0,19,30,0,615,13,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menento01,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,87,1,2,1,0,0,0,0,0,0,3,1,23,0,0,0,0,87,29,16,7,6,20,0.75,26.53,0,0,1,0,119,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mengdda01,14,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,14,216,2,7,0,0,0,0,0,0,0,2,9,14,14,0,0,0,216,83,52,9,33,71,0.284,6.5,0,5,4,0,332,0,54,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menhapa01,41,12,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,41,23,494,13,22,2,5,0,0,0,0,0,5,9,41,23,1,0,0,494,169,100,24,85,90,0.76,16.91,4,11,8,0,726,10,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menkede01,1598,5071,605,1270,225,40,101,606,34,54,698,853,73,46,54,65,99,1661,1406,38266,3108,3688,218,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
menosmi01,810,2465,382,685,98,38,18,252,90,36,295,290,0,40,79,0,0,682,0,0,1420,85,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mensoed01,127,244,43,54,6,3,1,8,14,0,53,38,0,3,7,0,0,77,0,0,152,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menzete01,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meolami01,18,9,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,1,11,0,0,0,0,0,0,0,0,3,18,3,1,0,1,129,63,39,0,25,15,1.08,37.93,0,2,2,0,214,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meoliru01,310,626,69,133,20,4,2,40,10,8,69,88,2,0,9,5,12,243,176,4863,239,537,48,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
